ticker,company_name,country,primary_business_tag,business_tags,business_overview
HO,Thales Sa,France,banking,banking;investment_banking;asset_management;insurance,"Provides retail, commercial and investment banking services, with additional activities or exposure across insurance and asset management."
KER,Kering Sa,France,aerospace_defence,aerospace_defence;cybersecurity;digital_identity,"Develops aerospace, defence, cybersecurity and digital-identity technologies."
LR,Legrand Sa,France,luxury_goods,luxury_goods;fashion;beauty,"Designs, manufactures and markets luxury fashion, leather goods, jewellery, eyewear and beauty products."
MC,Lvmh,France,electrical_equipment,electrical_equipment;building_infrastructure;data_centres,Designs and supplies electrical and digital building infrastructure products and systems.
ML,Compagnie Generale Des Etablisseme,France,luxury_goods,luxury_goods;fashion;beauty;wines_spirits,"Designs, manufactures and markets luxury fashion, jewellery, beauty products, wines and spirits."
MT,Arcelormittal,France,automotive,automotive;tyres;advanced_materials,"Develops tyres, mobility solutions and advanced materials for automotive and industrial markets."
OR,Loreal Sa,France,mining,mining;steel;iron_ore,"Produces steel and related metal products, with additional activities or exposure across iron-ore mining."
ORA,Orange Sa,France,beauty_products,beauty_products;personal_care;cosmetics,"Develops, manufactures and markets cosmetics, skincare, haircare and beauty products."
PUB,Publicis Groupe Sa,France,telecommunications,telecommunications;broadband;digital_services,"Provides mobile, broadband, enterprise and digital communications services."
RI,Pernod Ricard Sa,France,advertising,advertising;marketing;digital_transformation,"Provides advertising, media, marketing and digital transformation services."
RMS,Hermes International,France,beverages,beverages;spirits;wine,"Produces and markets wines, spirits and related premium beverage brands."
RNO,Renault Sa,France,luxury_goods,luxury_goods;fashion;jewellery,"Designs, manufactures and markets luxury leather goods, apparel, jewellery and accessories."
SAF,Safran Sa,France,automotive,automotive;electric_vehicles;vehicle_finance,"Designs, manufactures and markets passenger and commercial vehicles, with additional activities or exposure across mobility and vehicle finance."
SAN,Sanofi Sa,France,aerospace_defence,aerospace_defence;aerospace_propulsion;aircraft_systems,"Develops aerospace propulsion, aircraft equipment and defence technologies."
SGO,Compagnie De Saint Gobain Sa,France,banking,banking;investment_banking;wealth_management;digital_payments,"Provides retail, commercial and investment banking services, with additional activities or exposure across wealth management, insurance and digital payments."
STLAP,Stellantis,France,pharmaceuticals,pharmaceuticals;vaccines;consumer_health,"Develops, manufactures and markets pharmaceutical products and vaccines, with additional activities or exposure across consumer healthcare."
STMPA,Stmicroelectronics Nv,France,construction_materials,construction_materials;glass;high_performance_materials,"Designs, manufactures and distributes construction materials, glass and high-performance industrial products."
SU,Schneider Electric,France,automotive,automotive;mobility;commercial_vehicles,"Designs, manufactures and markets passenger and commercial vehicles and mobility solutions."
TEP,Teleperformance,France,semiconductors,semiconductors;automotive_electronics;iot,"Designs, manufactures and markets semiconductor technologies for automotive, industrial and connected-device markets."
TTE,Totalenergies,France,energy_management,energy_management;industrial_automation;electrical_equipment,"Develops energy-management, industrial automation and electrical-distribution technologies."
URW,Unibail Rodamco We Stapled Units,France,business_process_outsourcing,business_process_outsourcing;customer_experience;digital_transformation,"Provides customer-experience, business-process outsourcing and digital transformation services."
VIE,Veolia Environ. Sa,France,oil_gas,oil_gas;renewable_energy;electricity_generation;lng,"Explores, produces, refines and markets oil and natural gas, with additional activities or exposure across electricity and renewable energy."
ADS,Adidas N Ag,Germany,commercial_real_estate,commercial_real_estate;shopping_centres;mixed_use_property,"Owns, develops and manages retail, office and mixed-use real-estate assets."
AIR,Airbus,Germany,environmental_services,environmental_services;water_utilities;waste_management;energy_services,"Provides water, waste-management and energy services."
ALV,Allianz,Germany,sportswear,sportswear;footwear;consumer_products,"Designs, manufactures and markets athletic footwear, apparel, sports equipment and related lifestyle products."
BAS,Basf N,Germany,insurance,insurance;reinsurance;asset_management,"Provides insurance, reinsurance and investment services, with additional activities or exposure across asset management and banking."
BAYN,Bayer Ag,Germany,specialty_chemicals,specialty_chemicals;industrial_chemicals;agriculture_inputs,"Develops, manufactures and supplies chemicals, advanced materials and agricultural solutions."
BEI,Beiersdorf Ag,Germany,pharmaceuticals,pharmaceuticals;consumer_health;agriculture_inputs,"Develops pharmaceutical, consumer-health and agricultural products."
BMW,Bmw Ag,Germany,beauty_products,beauty_products;personal_care;consumer_health,"Develops, manufactures and markets skincare, personal-care and adhesive products."
BNR,Brenntag,Germany,automotive,automotive;motorcycles;vehicle_finance,"Designs, manufactures and markets premium automobiles and motorcycles, with additional activities or exposure across vehicle finance."
CBK,Commerzbank Ag,Germany,industrial_distribution,industrial_distribution;specialty_chemicals;supply_chain_services,"Distributes industrial chemicals and ingredients, with additional activities or exposure across formulation and supply-chain services."
CON,Continental Ag,Germany,banking,banking;corporate_banking;capital_markets,"Provides retail, commercial and corporate banking services, with additional activities or exposure across capital markets."
DB1,Deutsche Boerse Ag,Germany,automotive_components,automotive_components;tyres;industrial_materials,"Develops automotive technologies, tyres and industrial materials for mobility markets."
DBK,Deutsche Bank Ag,Germany,market_infrastructure,market_infrastructure;capital_markets;exchange_services,"Operates financial-market infrastructure, trading, clearing and securities services."
DHL,Deutsche Post Ag,Germany,banking,banking;investment_banking;asset_management,"Provides retail, corporate and investment banking services, with additional activities or exposure across asset management."
DTE,Deutsche Telekom N Ag,Germany,logistics,logistics;freight;express_delivery;supply_chain_services,"Provides logistics, freight forwarding, express delivery and supply-chain services."
DTG,Daimler Truck Holding E Ag,Germany,telecommunications,telecommunications;broadband;enterprise_connectivity,"Provides telecommunications, broadband, mobile and enterprise-connectivity services."
ENR,Siemens Energy N Ag,Germany,commercial_vehicles,commercial_vehicles;buses;vehicle_finance,"Designs, manufactures and markets commercial vehicles, buses and related mobility solutions."
EOAN,E.On N,Germany,energy_generation,energy_generation;power_systems;grid_technology,"Develops energy-generation, grid and industrial-energy technologies."
FME,Fresenius Medical Care Ag,Germany,utilities,utilities;energy_distribution;energy_services,"Distributes electricity and gas, with additional activities or exposure across energy infrastructure and energy services."
FRE,Fresenius Se And Co Kgaa,Germany,dialysis_services,dialysis_services;medical_devices;renal_care,"Provides dialysis services, renal-care products and related healthcare technologies."
G1A,Gea Group Ag,Germany,healthcare_services,healthcare_services;hospitals;medical_devices,"Provides healthcare services, hospital operations and medical technologies."
G24,Scout24 N,Germany,industrial_processing,industrial_processing;food_processing;industrial_equipment,"Designs and supplies industrial processing equipment for food, beverage and pharmaceutical markets."
HEI,Heidelberg Materials Ag,Germany,digital_marketplaces,digital_marketplaces;property_technology;real_estate_services,Operates digital property marketplaces and related real-estate services.
HEN3,Henkel & Kgaa Pref Ag,Germany,construction_materials,construction_materials;cement;aggregates,"Produces and distributes cement, aggregates, concrete and related construction materials."
HNR1,Hannover Rueck,Germany,specialty_chemicals,specialty_chemicals;adhesives;consumer_products,"Develops adhesives, specialty chemicals and consumer products."
IFX,Infineon Technologies Ag,Germany,reinsurance,reinsurance;insurance;risk_management,Provides reinsurance and risk-transfer services across global insurance markets.
MBG,Mercedes-Benz Group N Ag,Germany,semiconductors,semiconductors;power_semiconductors;automotive_electronics,"Designs, manufactures and markets semiconductor technologies for automotive, industrial and connected-device markets."
MRK,Merck,Germany,automotive,automotive;luxury_vehicles;vehicle_finance,"Designs, manufactures and markets premium passenger vehicles and vans, with additional activities or exposure across vehicle finance."
MTX,Mtu Aero Engines Holding Ag,Germany,pharmaceuticals,pharmaceuticals;life_sciences;semiconductor_materials,"Develops pharmaceutical, life-science and semiconductor-material technologies."
MUV2,Muenchener Rueckversicherungs-Gese,Germany,aerospace_propulsion,aerospace_propulsion;engine_manufacturing;aircraft_services,"Develops, manufactures and services aerospace propulsion systems and related technologies."
PAH3,Porsche Automobil Holding Pref,Germany,reinsurance,reinsurance;insurance;asset_management,"Provides reinsurance, insurance and related risk-management services."
QIA,Qiagen Nv,Germany,investment_holding,investment_holding;automotive;private_equity,"Owns and manages strategic investments across automotive, mobility and industrial technology businesses."
RHM,Rheinmetall Ag,Germany,molecular_diagnostics,molecular_diagnostics;life_sciences;bioinformatics,"Develops molecular diagnostics, life-science technologies and bioinformatics solutions."
RWE,Rwe Ag,Germany,defence_systems,defence_systems;military_vehicles;weapons_systems,"Develops defence systems, military vehicles, weapons and related technologies."
SAP,Sap,Germany,utilities,utilities;renewable_energy;energy_trading,"Generates electricity and trades energy, with additional activities or exposure across renewable energy and energy storage."
SHL,Siemens Healthineers Ag,Germany,enterprise_software,enterprise_software;cloud_platforms;business_software,"Develops enterprise software, cloud platforms and related business technology solutions."
SIE,Siemens N Ag,Germany,medical_devices,medical_devices;diagnostics;medical_imaging,"Develops medical imaging, diagnostics and healthcare technologies."
SY1,Symrise Ag,Germany,industrial_automation,industrial_automation;energy_management;smart_infrastructure,"Develops industrial automation, electrification, smart infrastructure and mobility technologies."
VNA,Vonovia Se,Germany,specialty_chemicals,specialty_chemicals;flavours;fragrances,"Develops flavours, fragrances, cosmetic ingredients and nutrition solutions."
VOW3,Volkswagen Non-Voting Pref Ag,Germany,residential_real_estate,residential_real_estate;property_management;property_development,"Owns, develops and manages residential real-estate assets and housing services."
ZAL,Zalando,Germany,automotive,automotive;commercial_vehicles;vehicle_finance,"Designs, manufactures and markets passenger vehicles, commercial vehicles and related mobility products."
A2A,A2A SpA,Italy,digital_marketplaces,digital_marketplaces;ecommerce;fashion_retail,"Operates digital fashion marketplaces, e-commerce platforms and related logistics services."
AMP,Amplifon,Italy,utilities,utilities;electricity_generation;waste_management;water_utilities,"Generates, distributes and supplies electricity and gas, with additional activities or exposure across waste management, water and environmental services."
AVIO,Avio,Italy,hearing_care,hearing_care;medical_devices;healthcare_services,"Provides hearing-care products, technologies and related healthcare services."
AZM,Azimut Holding SpA,Italy,space_technology,space_technology;aerospace_propulsion;launch_systems,"Develops space-launch systems, propulsion technologies and aerospace components."
BAMI,Banco BPM SpA,Italy,asset_management,asset_management;wealth_management;investment_services,"Provides asset-management, investment and related advisory services for private and institutional clients."
BC,Brunello Cucinelli,Italy,banking,banking;retail_banking;corporate_banking,"Provides retail, commercial and corporate banking services, with additional activities or exposure across insurance and investment products."
BMED,Banca Mediolanum SpA,Italy,luxury_goods,luxury_goods;fashion;apparel,"Designs, manufactures and markets luxury apparel, accessories and related fashion products."
BMPS,Banca Monte dei Paschi di Siena SpA,Italy,banking,banking;asset_management;insurance,"Provides retail banking, asset-management and insurance services."
BPE,Bper Banca SpA,Italy,banking,banking;private_banking;asset_management,"Provides retail, corporate and private banking services, with additional activities or exposure across asset management and insurance."
BZU,Buzzi,Italy,banking,banking;commercial_banking;retail_banking,"Provides retail, commercial and corporate banking services."
CPR,Davide Campari Milano Nv,Italy,construction_materials,construction_materials;cement;aggregates,"Produces and distributes cement, concrete, aggregates and related construction materials."
DIA,Diasorin,Italy,beverages,beverages;spirits;consumer_brands,"Produces and distributes branded spirits, aperitifs and related alcoholic beverages."
ENEL,Enel,Italy,diagnostics,diagnostics;medical_devices;laboratory_testing,"Develops, manufactures and markets diagnostic testing products, technologies and services."
ENI,Eni,Italy,utilities,utilities;renewable_energy;electricity_generation;energy_services,"Generates, distributes and supplies electricity and gas, with additional activities or exposure across renewable energy and energy infrastructure."
FBK,Finecobank Banca Fineco,Italy,oil_gas,oil_gas;lng;petrochemicals;energy_trading,"Explores, produces, refines and markets oil and natural gas, with additional activities or exposure across LNG, electricity and petrochemicals."
FCT,Fincantieri,Italy,digital_banking,digital_banking;brokerage;wealth_management,"Provides digital banking, brokerage, investment and wealth-management services."
G,Assicurazioni Generali,Italy,shipbuilding,shipbuilding;naval_vessels;defence_manufacturing,"Designs, manufactures and services commercial and naval vessels, with additional activities or exposure across offshore and defence technologies."
HER,Hera SpA,Italy,insurance,insurance;asset_management;banking,"Provides insurance, investment and related financial services, with additional activities or exposure across asset management and banking."
IG,Italgas SpA,Italy,utilities,utilities;water_utilities;waste_management;energy_services,"Generates and supplies electricity and gas, with additional activities or exposure across water, waste-management and environmental services."
INW,Infrastrutture Wireless Italiane,Italy,gas_distribution,gas_distribution;energy_infrastructure;utilities,Operates natural-gas distribution networks and related energy infrastructure services.
ISP,Intesa Sanpaolo,Italy,communications_infrastructure,communications_infrastructure;wireless_networks;digital_connectivity,Operates wireless communications infrastructure and related connectivity services.
IVG,Iveco Group NV,Italy,banking,banking;investment_banking;asset_management;private_banking,"Provides retail, corporate and investment banking services, with additional activities or exposure across asset management, private banking and insurance."
LDO,Leonardo SpA,Italy,commercial_vehicles,commercial_vehicles;powertrain_systems;defence_vehicles,"Designs, manufactures and markets commercial vehicles, powertrain systems and related mobility solutions."
LTMC,Lottomatica Group,Italy,aerospace_defence,aerospace_defence;defence_systems;space_technology,"Develops aerospace, defence, security and space technologies."
MB,Mediobanca Banca Di Credito Finanz,Italy,gaming,gaming;betting;digital_gaming,"Operates betting, gaming and lottery platforms, with additional activities or exposure across online gaming and entertainment services."
MONC,Moncler,Italy,investment_banking,investment_banking;wealth_management;consumer_finance,"Provides corporate and investment banking services, with additional activities or exposure across consumer finance and wealth management."
NEXI,Nexi,Italy,luxury_goods,luxury_goods;fashion;outerwear,"Designs, manufactures and markets luxury apparel, outerwear and fashion accessories."
PRY,Prysmian,Italy,payment_processing,payment_processing;digital_payments;digital_banking,"Develops payment technologies, digital banking infrastructure and financial technology services."
PST,Poste Italiane,Italy,electrical_equipment,electrical_equipment;power_cables;telecommunications_infrastructure,"Designs, manufactures and supplies energy and telecommunications cable systems and related technologies."
RACE,Ferrari Nv,Italy,postal_services,postal_services;logistics;financial_services;insurance,"Provides postal, logistics, financial, payment and insurance services."
REC,Recordati Industria Chimica E Farm,Italy,luxury_vehicles,luxury_vehicles;automotive;vehicle_finance,"Designs, manufactures and markets luxury sports cars, with additional activities or exposure across financial services."
SPM,Saipem SpA,Italy,pharmaceuticals,pharmaceuticals;rare_diseases;consumer_health,"Develops, manufactures and markets pharmaceutical products, with additional activities or exposure across rare diseases."
SRG,Snam,Italy,engineering_services,engineering_services;offshore_energy;oilfield_services,"Provides engineering, procurement, construction and drilling services for global energy infrastructure."
STLAM,Stellantis Nv,Italy,gas_infrastructure,gas_infrastructure;gas_transmission;energy_storage,"Operates natural-gas transmission, storage, regasification and distribution infrastructure."
STMMI,STMicroelectronics NV,Italy,automotive,automotive;commercial_vehicles;mobility,"Designs, manufactures and markets passenger and commercial vehicles, with additional activities or exposure across mobility services."
TEN,Tenaris Sa,Italy,semiconductors,semiconductors;automotive_electronics;industrial_electronics,"Designs, manufactures and markets semiconductor technologies for automotive, industrial and consumer markets."
TIT,Telecom Italia,Italy,oilfield_equipment,oilfield_equipment;steel_tubing;industrial_services,Produces steel tubular products and related industrial services for the energy sector.
TRN,Terna Rete Elettrica Nazionale,Italy,telecommunications,telecommunications;broadband;digital_connectivity,"Provides telecommunications, broadband, mobile and digital connectivity services."
UCG,Unicredit,Italy,electricity_transmission,electricity_transmission;grid_infrastructure;utilities,Operates electricity transmission infrastructure and related grid-management services.
UNI,Unipol Gruppo SpA,Italy,banking,banking;investment_banking;wealth_management,"Provides retail, commercial and investment banking services, with additional activities or exposure across wealth management and insurance."
ACS,Acs Actividades De Construccion Y,Spain,insurance,insurance;banking;financial_services,"Provides insurance and related financial services, with additional activities or exposure across banking and investment products."
ACX,Acerinox,Spain,banking,banking;commercial_banking;digital_banking,"Provides retail and commercial banking services, with additional activities or exposure across mortgages, investment products and insurance."
AENA,Aena Sme Sa,Spain,infrastructure,infrastructure;engineering_services;transportation_infrastructure,"Develops, constructs and operates infrastructure assets, with additional activities or exposure across engineering, renewable energy and maintenance services."
AMS,Amadeus It Group Sa,Spain,steel,steel;industrial_materials;mining,Produces and distributes stainless-steel products and related industrial materials.
ANA,Acciona Sa,Spain,airport_operations,airport_operations;transportation_infrastructure;commercial_real_estate,"Operates airports and related aviation, commercial and infrastructure services."
ANE,Corporacion Acciona Energias Renov,Spain,travel_technology,travel_technology;reservation_systems;enterprise_software,"Develops travel technology platforms, reservation systems and digital solutions for the travel industry."
BBVA,Banco Bilbao Vizcaya Argentaria Sa,Spain,infrastructure,infrastructure;renewable_energy;engineering_services,"Develops, constructs and operates renewable-energy assets and infrastructure, with additional activities or exposure across engineering and water services."
BKT,Bankinter,Spain,renewable_energy,renewable_energy;electricity_generation;energy_services,"Generates renewable electricity, with additional activities or exposure across energy infrastructure and industrial services."
CABK,Caixabank Sa,Spain,banking,banking;investment_banking;asset_management;insurance,"Provides retail, commercial and investment banking services, with additional activities or exposure across asset management, private banking and insurance."
CLNX,Cellnex Telecom Sa,Spain,banking,banking;consumer_finance;asset_management,"Provides retail, commercial and consumer banking services, with additional activities or exposure across investment management."
COL,Inmobiliaria Colonial,Spain,banking,banking;insurance;investment_services,"Provides retail, commercial and corporate banking services, with additional activities or exposure across insurance and investments."
ELE,Endesa Sa,Spain,communications_infrastructure,communications_infrastructure;wireless_networks;telecommunications,Operates wireless telecommunications infrastructure and related connectivity services.
ENG,Enagas Sa,Spain,commercial_real_estate,commercial_real_estate;office_property;property_management,"Owns, develops and manages commercial real-estate assets, with additional activities or exposure across flexible office space."
FDR,Fluidra,Spain,utilities,utilities;electricity_generation;energy_services,"Generates, distributes and supplies electricity and gas, with additional activities or exposure across energy services."
FER,Ferrovial Se,Spain,gas_infrastructure,gas_infrastructure;lng;energy_storage,"Operates natural-gas transmission, storage and regasification infrastructure."
GRF,Grifols Sa Class A,Spain,pool_equipment,pool_equipment;water_treatment;wellness,"Designs, manufactures and supplies swimming-pool, wellness and water-treatment products."
IAG,International Airlines Group,Spain,infrastructure,infrastructure;transportation_infrastructure;airport_operations,"Develops, finances and operates transport, airport and energy infrastructure assets."
IBE,Iberdrola Sa,Spain,plasma_therapeutics,plasma_therapeutics;diagnostics;medical_devices,"Develops, manufactures and markets plasma-derived medicines, diagnostics and related healthcare technologies."
IDR,Indra,Spain,airlines,airlines;cargo;loyalty_programmes,"Provides passenger and cargo airline services, with additional activities or exposure across aircraft maintenance and loyalty programmes."
ITX,Industria De Diseno Textil Inditex,Spain,airlines,airlines;cargo_transport;aircraft_maintenance,Operates international passenger airlines and aviation support businesses.
LOG,Logista,Spain,utilities,utilities;renewable_energy;electricity_generation,"Generates, distributes and supplies electricity and gas, with additional activities or exposure across renewable energy and energy infrastructure."
MAP,Mapfre,Spain,digital_transformation,digital_transformation;defence_technology;enterprise_software,"Provides consulting, digital transformation and technology services, with additional activities or exposure across defence, aerospace and air-traffic management."
MRL,Merlin Properties,Spain,fashion_retail,fashion_retail;apparel;home_furnishings,"Designs, manufactures and markets apparel, footwear, fashion accessories and home furnishings."
MTS,ArcelorMittal,Spain,logistics,logistics;distribution;supply_chain_services,"Provides logistics, distribution and supply-chain services across multiple industries."
NTGY,Naturgy Energy Sa,Spain,insurance,insurance;reinsurance;asset_management,"Provides insurance, reinsurance and related financial services, with additional activities or exposure across asset management."
PUIG,Puig,Spain,commercial_real_estate,commercial_real_estate;logistics_real_estate;shopping_centres,"Owns, develops and manages commercial real-estate assets."
RED,Redeia Corporacion Sa,Spain,mining,mining;steel;iron_ore,"Produces steel and related metal products, with additional activities or exposure across iron-ore and coal mining."
REP,Repsol Sa,Spain,utilities,utilities;natural_gas;lng;energy_infrastructure,"Generates, distributes and supplies electricity and gas, with additional activities or exposure across LNG and energy infrastructure."
ROVI,Laboratorios Rovi [es],Spain,beauty_products,beauty_products;fragrances;personal_care,"Develops, manufactures and markets fragrances, cosmetics, beauty and personal-care products."
SAB,Banco Sabadell,Spain,electricity_transmission,electricity_transmission;telecommunications_infrastructure;utilities,Operates electricity transmission and telecommunications infrastructure.
SACYR,Sacyr,Spain,oil_gas,oil_gas;petrochemicals;renewable_energy,"Explores, produces, refines and markets oil and natural gas, with additional activities or exposure across renewable energy and petrochemicals."
SAN,Banco Santander Sa,Spain,pharmaceuticals,pharmaceuticals;diagnostics;contract_manufacturing,"Develops, manufactures and markets pharmaceutical products, with additional activities or exposure across diagnostics and contract manufacturing."
SLR,Solaria,Spain,banking,banking;wealth_management;insurance,"Provides retail, commercial and corporate banking services, with additional activities or exposure across wealth management and insurance."
TEF,Telefonica Sa,Spain,infrastructure,infrastructure;engineering_services;water_infrastructure,"Develops, constructs and operates infrastructure assets, with additional activities or exposure across concessions and water services."
UNI,Unicaja,Spain,renewable_energy,renewable_energy;solar_energy;electricity_generation,"Develops, constructs and operates renewable-energy generation assets, with additional activities or exposure across solar technologies."
AAF,Airtel Africa Plc,United Kingdom,telecommunications,telecommunications;broadband;cybersecurity;digital_services,"Provides telecommunications, broadband, mobile and digital connectivity services, with additional activities or exposure across cybersecurity and digital technologies."
AAL,Anglo American Plc,United Kingdom,telecommunications,telecommunications;mobile_payments;digital_infrastructure,"Provides mobile telecommunications, broadband and mobile money services across Africa."
ABDN,Abrdn Plc,United Kingdom,mining,mining;copper;iron_ore;critical_minerals,"Produces copper, iron ore and other mined resources through global mining operations."
ABF,Associated British Foods Plc,United Kingdom,asset_management,asset_management;wealth_management;investment_solutions,"Manages investment portfolios, funds and wealth solutions for institutional and retail clients."
ADM,Admiral Group Plc,United Kingdom,food_manufacturing,food_manufacturing;ingredients;food_retail;agriculture,"Produces food, ingredients and agricultural products while operating the Primark retail chain."
ALW,Alliance Witan,United Kingdom,insurance,insurance;consumer_finance,Provides personal insurance products alongside consumer lending services.
ANTO,Antofagasta Plc,United Kingdom,investment_trust,investment_trust;portfolio_management,Operates a global equity investment trust for long-term capital and income growth.
AUTO,Auto Trader Group Plc,United Kingdom,mining,mining;copper;rail_logistics,Produces copper and operates transport infrastructure supporting mining activities.
AV,Aviva Plc,United Kingdom,digital_marketplaces,digital_marketplaces;automotive_services,"Operates an online marketplace for vehicle buying, selling and leasing."
AZN,Astrazeneca Plc,United Kingdom,insurance,insurance;wealth_management;asset_management;retirement_services,"Provides insurance, retirement, wealth and investment management services."
BA,Bae Systems Plc,United Kingdom,pharmaceuticals,pharmaceuticals;biotechnology;drug_development,"Discovers, develops and commercialises prescription medicines globally."
BAB,Babcock International Group Plc,United Kingdom,defence_systems,defence_systems;aerospace;cybersecurity;military_systems,"Develops advanced defence, aerospace and security technologies."
BARC,Barclays Plc,United Kingdom,defence_services,defence_services;engineering_services;military_support,"Provides engineering, maintenance and operational support for defence and critical infrastructure."
BATS,British American Tobacco Plc,United Kingdom,banking,banking;investment_banking;wealth_management;payments,"Provides retail, commercial and investment banking services worldwide."
BBOX,Tritax Big Box Reit Plc,United Kingdom,tobacco_products,tobacco_products;consumer_brands,Manufactures and markets tobacco and next-generation nicotine products.
BEZ,Beazley Plc,United Kingdom,logistics_reit,logistics_reit;industrial_property,Owns and manages logistics warehouse real estate assets.
BGEO,Bank Of Georgia Group Plc,United Kingdom,insurance,insurance;reinsurance;cyber_insurance,Provides specialist insurance and reinsurance across commercial risk markets.
BLND,British Land Reit Plc,United Kingdom,banking,banking;investment_banking;digital_finance,Provides banking and financial services in Georgia and Armenia.
BNZL,Bunzl,United Kingdom,commercial_real_estate,commercial_real_estate;urban_development,"Develops and manages commercial property, campuses and logistics assets."
BP,Bp Plc,United Kingdom,industrial_distribution,industrial_distribution;packaging;industrial_supplies,"Distributes specialist industrial, healthcare and retail consumable products."
BRBY,Burberry Group Plc,United Kingdom,integrated_energy,integrated_energy;oil_gas;renewable_energy;energy_trading,Produces oil and gas while expanding low-carbon energy and trading operations.
BT-A,Bt Group Plc,United Kingdom,luxury_goods,luxury_goods;fashion_retail,"Designs, manufactures and sells luxury fashion and lifestyle products."
BTRW,Barratt Redrow,United Kingdom,telecommunications,telecommunications;digital_infrastructure;cybersecurity,"Provides fixed, mobile and enterprise communications infrastructure and services."
CCC,Computacenter Plc,United Kingdom,homebuilding,homebuilding;property_development,Develops and builds residential housing across the UK.
CCEP,Coca Cola Europacific Partners Plc,United Kingdom,it_services,it_services;managed_services;digital_transformation,"Delivers enterprise IT infrastructure, managed services and digital transformation solutions."
CCH,Coca Cola Hbc Ag,United Kingdom,beverage_manufacturing,beverage_manufacturing;consumer_brands,Manufactures and distributes Coca-Cola beverages across multiple regions.
CNA,Centrica Plc,United Kingdom,beverage_manufacturing,beverage_manufacturing;bottling,Bottles and distributes Coca-Cola beverages across Europe and emerging markets.
CPG,Compass Group Plc,United Kingdom,integrated_utilities,integrated_utilities;energy_supply;energy_trading,Supplies energy while operating trading and infrastructure businesses.
CRDA,Croda International Plc,United Kingdom,facilities_services,facilities_services;food_services,Provides contract catering and facilities support services globally.
CTEC,Convatec Group Plc,United Kingdom,specialty_chemicals,specialty_chemicals;life_sciences;industrial_materials,"Develops specialty chemical ingredients for consumer, industrial and life science markets."
DCC,Dcc Plc,United Kingdom,medical_devices,medical_devices;healthcare_products,"Develops medical products for advanced wound, ostomy, continence and infusion care."
DGE,Diageo Plc,United Kingdom,industrial_distribution,industrial_distribution;energy_distribution;technology_distribution,Distributes energy products and technology solutions internationally.
DPLM,Diploma Plc,United Kingdom,beverage_manufacturing,beverage_manufacturing;consumer_brands,Produces and markets premium spirits and beverage brands worldwide.
EDV,Endeavour Mining,United Kingdom,industrial_components,industrial_components;industrial_distribution;life_sciences,Supplies specialist industrial components and life science products.
ENT,Entain Plc,United Kingdom,mining,mining;gold_mining,"Explores, develops and operates gold mining assets in West Africa."
